# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 508K of event 'cycles'
# Event count (approx.): 249210653757
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.01%  server   server               [.] 0x00000000000070b0                        
     0.01%  server   server               [.] 0x0000000000008c8e                        
     0.01%  server   server               [.] 0x000000000000b901                        
     0.01%  server   [kernel.kallsyms]    [k] default_wake_function                     
     0.01%  server   server               [.] 0x0000000000008f12                        
     0.01%  server   libc-2.19.so         [.] 0x000000000007e903                        
     0.01%  server   libc-2.19.so         [.] 0x0000000000088c20                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008be83                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7c0                        
     0.00%  server   server               [.] 0x0000000000008812                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f04b                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000082e26                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ff21                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f3bd                        
     0.00%  server   server               [.] 0x00000000000067f0                        
     0.00%  server   server               [.] 0x0000000000003b6e                        
     0.00%  server   [kernel.kallsyms]    [k] __mod_zone_page_state                     
     0.00%  server   [kernel.kallsyms]    [k] _raw_write_unlock_bh                      
     0.00%  server   server               [.] 0x0000000000003ac0                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c3f                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe3c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108151                        
     0.00%  server   server               [.] 0x0000000000007cbd                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000801a4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083263                        
     0.00%  server   server               [.] 0x0000000000009299                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c019d                        
     0.00%  server   [kernel.kallsyms]    [k] up_read                                   
     0.00%  server   server               [.] 0x000000000000afde                        
     0.00%  server   server               [.] 0x0000000000007e03                        
     0.00%  server   server               [.] 0x000000000000b1d3                        
     0.00%  server   [kernel.kallsyms]    [k] policy_zonelist                           
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0278                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bdbd                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bff60                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe48                        
     0.00%  server   server               [.] 0x0000000000004365                        
     0.00%  server   [kernel.kallsyms]    [k] zap_page_range                            
     0.00%  server   server               [.] 0x0000000000007c97                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008032a                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140ba6                        
     0.00%  server   server               [.] 0x00000000000093c1                        
     0.00%  server   server               [.] 0x000000000000725d                        
     0.00%  server   [kernel.kallsyms]    [k] free_pages_prepare                        
     0.00%  server   server               [.] 0x0000000000002af0                        
     0.00%  server   server               [.] 0x0000000000006bfe                        
     0.00%  server   server               [.] 0x00000000000029b0                        
     0.00%  server   server               [.] 0x000000000000d6aa                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f13                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8aa                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0d04                        
     0.00%  server   server               [.] 0x000000000000e290                        
     0.00%  server   server               [.] 0x0000000000008f64                        
     0.00%  server   server               [.] 0x0000000000007324                        
     0.00%  server   server               [.] 0x0000000000007c80                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bc1c                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fea2                        
     0.00%  server   server               [.] 0x0000000000008410                        
     0.00%  server   server               [.] 0x000000000000c52b                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fea0                        
     0.00%  server   server               [.] 0x000000000000c4b0                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000ee2f                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f8bc                        
     0.00%  server   server               [.] 0x0000000000003e81                        
     0.00%  server   server               [.] 0x0000000000008f79                        
     0.00%  server   server               [.] 0x000000000000b9b8                        
     0.00%  server   [kernel.kallsyms]    [k] free_hot_cold_page                        
